,tweet,target
1252,nisith made a serious complaint against the police regarding the attack nisithpramanik dinhata bjp tmc police nisithoffice nisithpramanik anmnews westbengal india,0
1253,pulwamafiring bjp failed in protecting the lives of minorities in kashmir mehboobamufti jkpdp video by itvnewsx,0
1254,the more rahulgandhi abuses narendramodi and team the better it gets for bjp we indians are not fools to fall for your false accusations congressmuktbharat,0
1255,breaking news bjp4india and brsparty are set to announce their cm candidate for andhra pradesh elections and it none other than the popular actor janasenaparty founder pawankalyan andhraelections pawankalyan jsp tdp brs bjp janasenamembershipphase3,1
1256,so when is the biggest event manager answering questions about adaniscam justasking bjp,1
1257,bjp prez jpnadda chaired a meeting with general secretaries at party hq in delhi gen secys arun singh dushyant kumar gautam d purandeswari ravi tarun chugh dilip saikia vinod tawde sunil bansal along with national general secy santosh were present in meeting,1
1258,veteran leader bsyediyurappa has appealed to the dominant community to which he belongs to continue their support to the ruling bjp in karnataka,1
1259,know why sanjay singh tweeted about aap politicians put under house arrest by the bjp cbi aap bjp manishsisodia kejriwal arvindkejriwal sanjaysingh modi mp delhi news currentaffairs,0
1260,know why sanjay singh tweeted about aap politicians put under house arrest by the bjp cbi aap bjp manishsisodia kejriwal arvindkejriwal sanjaysingh modi mp delhi news currentaffairs,0
1261,former jammu and kashmir chief minister mehboobamufti blamed the bjp for the targeted minority killings in the valley she said the bjp uses these types of incidents to degrade the image of muslims in the country,0
1262,odisha self help group gets on pm narendramodi ji praise for converting waste into wealth know more pmoindia bjp4india mygovindia adgpi indiannavy dpradhanbjp governorodisha bjp4odisha namo bjp newindia,1
1263,mannkibaat has become a wonderful medium for expression of public participation pm narendramodi ji namo bjp mygov indianarmy indianairforce indiannavy aatmanirbharbharat jaihind bharatmatakijai newindia via namo app,1
1264,bjp pralhadjoshi said kumaraswamy should sort out family issues first as the fight over the hassan ticket rages on ahead of the karnataka assembly election anaghakesav,0
1265,appreciate tv9telugu rajinikanthlive garu for clarifying insane bjp allegations about medco preethi bjp aim is only to create politics in any situation shame on bjp,0
1266,tension prevailed for train 22671 chennai tejassuperfastexpress at tambaram railway station when cadres of the ruling parties raised slogans hailing their respective govt amp leaders read dmk bjp tejasexpress tamilnadu,1
1267,as of today the greatest actors of politics aam admi party the greatest nalayak of politics indian national congress the greatest manipulators of politics bharatiya janta party aap congress bjp aamaadmiparty incindia bjp4india,1
1268,we are seeing the real face of aamaadmiparty and their leaders aapexposed bjp manishsisodia kejriwalexposed,1
1269,bjp should not accuse any party of corruption till they come clear off adani scam,0
1270,haryana setting an example when it comes to swachhbharat listen in pm narendramodi ji pmoindia bjp4india mygovindia adgpi indiannavy jpnadda amitshah rajbhavanhry mlkhattar bjp4haryana namo bjp newindia,1
1271,if hindurashtra is needed then khalistan will also rise first stop bharat india making hindurashtra and look need of basic needs of peoples bharat ek vividhatameinekta wala desh hai uske tukade na bjp rss amritpalsingh congress aamaadmiparty jaihind,0
1272,comedy starts again thank god he does teach hindi to anyone satyagraha satta ka raasta what a man rahulgandhi congress bjp he is your real pracharak,1
1273,bharatiya janata party bjp president jpnadda alongwith general secretaries and security staff listened at party hq in delhi,1
1274,cbhoomia that means the bjp will go,1
1275,india s freedom fighter maulanaazad has been subtly omitted by the congress party while bjp s list of freedom fighters still honors him and gives him due credit i am not taking political sides but this subtle messaging about maulana looks interesting though,1
1276,listen to a patient from chandauli who has been successful treated via the app pm narendramodi ji pmoindia bjp4india mygovindia adgpi indiannavy jpnadda mansukhmandviya ashwinivaishnaw namo bjp newindia,1
1277,sheenk1997 congratulations to bjp for converting kashmir into graveyard of kashmiri pandits the irony is that on top of this bjp is forcing kps to return so that it hide its failures in front of the entire nation go back bjp bjpfails,0
1278,doctor from sikkim shares how app is revolutionising in india pm narendramodi ji pmoindia bjp4india mygovindia adgpi indiannavy jpnadda mansukhmandviya bjp4sikkim namo bjp newindia,1
1279,bjp and asaduddin owaisi and shyam ki jodi sanjay raut counters aimim leader barb indiablooms first portal on digital news management sanjayraut asaduddingowaisi bjp shivsena uddhavthackeray shivsenaubt,1
1280,speaking about delhi deputy cm manishsisodia s cbi questioning in the liquor policy scam bjp spokesperson sambipatra said converting corruption into event management won t help the aam aadmi party,1
1281,amnaturelover shame bjp bjp4jnk bjp4india,0
1282,listened to the maan ki baat by hon pm shri narendramodi ji at bal bharti shakti kendra with the bjym state vice president bhai and and karyakartas of ward 04 bjym parthpurohit vadodarabjympresident bjymvadodara bjymvadodara bjp bjym vadodara,1
1283,bjp star campaigner rahulghazi explaining the benefits of removing article370 in kashmir by,1
1284,tribeni kumbho mohotshav a noteworthy effort from westbengal to protect india cultural heritage pm narendramodi ji pmoindia bjp4india mygovindia adgpi indiannavy drsukantabjp bjp4bengal namo bjp newindia,1
1285,knowing about talented bismillah khan yuva puraskas winners will make you proud do listen pm narendramodi ji pmoindia bjp4india mygovindia adgpi indiannavy jpnadda kishanreddybjp namo bjp newindia,1
1286,rahulgandhi said the party will keep asking questions about gautamadani till the truth comes out as he flayed bjp leaders for coming out in support of the industrialist in parliament,1
1287,congress leader rahul gandhi on sunday said the party will keep asking questions about gautam adani till the truth comes out as he flayed bjp leaders for coming out in support of the industrialist in parliament,1
1288,priyanka gandhi message to party workers ahead of lok sabha polls says time has come to show courage for country viral news trending priyankagandhi congress bjp loksabhaelections viral congressplenarysession,1
1289,good to see dravidianstock getting shivers over pan india hindutva movies after all dravidianmodel was sold through movies will bjp defeat dmk at this game,0
1290,in memory of the braveheart who played a key role in the independence of india and served the nation until his last breath itantoutdoors itant veersawarkar sawarkar india veersavarkar bharat indianpolitics freedomfighter hindustan rss bjp savarkar hindutva,1
1291,it seems bjp would replace shivrajsinghchouhan in short time chouhanshivraj bjp4mp,1
1292,so i think that the situation is such that time has come for imposing section 356 in the state bjp national and lok sabha member dilipghosh,0
1293,the law amp order situation in westbengal amp effectiveness of police administration in state is easily understandable when police remain inactive while minister vehicle is attacked bjp national and lok sabha member dilipghosh,0
1294,gst on health insurance is misery tax oops modi tax especially since govt is unable to provide reasonably decent health care and all his jumla talks on health insurance seems to be as hollow bjp morbibridgecollapse adaniscam,0
1295,during parliament session i asked how adani reached 2nd spot world richest he got all benefits which no one gets i only asked what is the relation pm amp adani all bjp workers started saving adani amp said those who attack adani are drohi congressmp rahulgandhi,1
1296,juned nasir two people were burnt alive rajasthan congress government and haryana bjp government have not done anything till now they should get justice please request rajasthanpolice haryanapolice ashokgahlot manoharlalkattar bjp congress narendramodi,1
